param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  6  6  8  5  7  4  7  6  2  6
2  6  100  8  4  9  8  2  5  7  6  10
3  6  8  100  3  10  8  6  5  5  6  9
4  8  4  3  100  5  4  8  8  4  2  9
5  5  9  10  5  100  6  5  2  10  5  2
6  7  8  8  4  6  100  5  2  3  6  7
7  4  2  6  8  5  5  100  4  6  6  7
8  7  5  5  8  2  2  4  100  6  8  9
9  6  7  5  4  10  3  6  6  100  2  2
10  2  6  6  2  5  6  6  8  2  100  9
11  6  10  9  9  2  7  7  9  2  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  10  100  100  100  3  100  100  8  100  2
2  10  100  3  100  10  9  100  100  100  100  100
3  100  3  100  2  100  100  100  100  100  100  100
4  100  100  2  100  3  100  100  8  100  100  100
5  100  10  100  3  100  6  3  100  100  100  100
6  3  9  100  100  6  100  5  100  100  100  100
7  100  100  100  100  3  5  100  10  100  4  100
8  100  100  100  8  100  100  10  100  9  9  100
9  8  100  100  100  100  100  100  9  100  9  100
10  100  100  100  100  100  100  4  9  9  100  10
11  2  100  100  100  100  100  100  100  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  1  0  0  1  0  1
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  1  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  1  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  1  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  11
2  3  4
3  1  6
4  2  3
5  4  5
6  5  7
7  7  10
8  6  7
9  1  9
10  4  8
;
