param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  7  6  2  4  5  2  8  10  3  4
2  7  100  8  5  7  3  5  9  5  4  7
3  6  8  100  10  8  5  5  3  2  3  6
4  2  5  10  100  7  2  5  2  3  6  8
5  4  7  8  7  100  7  9  10  7  8  4
6  5  3  5  2  7  100  2  10  5  7  9
7  2  5  5  5  9  2  100  3  7  6  9
8  8  9  3  2  10  10  3  100  9  2  8
9  10  5  2  3  7  5  7  9  100  6  2
10  3  4  3  6  8  7  6  2  6  100  6
11  4  7  6  8  4  9  9  8  2  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  5  100  100  100  100  100  100  100  3  6
2  5  100  4  100  4  100  100  100  5  100  100
3  100  4  100  5  100  10  100  100  100  3  100
4  100  100  5  100  5  3  3  100  100  100  100
5  100  4  100  5  100  4  100  100  100  100  100
6  100  100  10  3  4  100  3  4  5  100  100
7  100  100  100  3  100  3  100  2  100  100  4
8  100  100  100  100  100  4  2  100  6  10  10
9  100  5  100  100  100  5  100  6  100  3  100
10  3  100  3  100  100  100  100  10  3  100  10
11  6  100  100  100  100  100  4  10  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  1  0
2  .  .  1  0  1  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  1  0
4  .  .  .  .  0  1  1  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  1  0
2  .  .  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  1  0
4  .  .  .  .  0  1  1  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  7  8
2  1  10
3  3  10
4  4  6
5  4  7
6  9  10
7  2  3
8  2  5
9  5  6
10  7  11
;
