param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  5  10  5  6  9  4  7  4  2  6
2  5  100  5  7  2  10  10  8  9  5  7
3  10  5  100  2  5  7  4  3  2  5  4
4  5  7  2  100  2  10  9  4  9  4  9
5  6  2  5  2  100  7  2  8  10  6  3
6  9  10  7  10  7  100  6  6  7  5  4
7  4  10  4  9  2  6  100  7  10  4  5
8  7  8  3  4  8  6  7  100  10  5  2
9  4  9  2  9  10  7  10  10  100  5  6
10  2  5  5  4  6  5  4  5  5  100  7
11  6  7  4  9  3  4  5  2  6  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  6  100  100  100  100  100  100  100  100  6
2  6  100  4  100  100  100  100  100  100  100  100
3  100  4  100  10  100  100  100  100  100  100  3
4  100  100  10  100  2  100  100  10  100  100  10
5  100  100  100  2  100  5  100  9  100  2  100
6  100  100  100  100  5  100  10  100  100  100  7
7  100  100  100  100  100  10  100  9  100  100  100
8  100  100  100  10  9  100  9  100  4  100  100
9  100  100  100  100  100  100  100  4  100  4  100
10  100  100  100  100  2  100  100  100  4  100  10
11  6  100  3  10  100  7  100  100  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  1
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  0  1
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  1
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  5
2  5  10
3  3  11
4  2  3
5  8  9
6  9  10
7  5  6
8  1  2
9  6  11
10  7  8
;
