param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  2  4  10  2  8  10  6  3  10  4
2  2  100  7  9  6  2  9  7  2  9  10
3  4  7  100  5  5  3  3  3  4  9  4
4  10  9  5  100  6  9  5  8  6  2  4
5  2  6  5  6  100  8  6  6  5  9  10
6  8  2  3  9  8  100  5  2  6  4  9
7  10  9  3  5  6  5  100  8  3  4  9
8  6  7  3  8  6  2  8  100  9  8  7
9  3  2  4  6  5  6  3  9  100  9  8
10  10  9  9  2  9  4  4  8  9  100  3
11  4  10  4  4  10  9  9  7  8  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  10  100  100  100  100  100  100  3  100  3
2  10  100  10  100  9  100  100  100  100  8  4
3  100  10  100  6  100  100  100  2  100  100  100
4  100  100  6  100  4  100  100  100  100  100  5
5  100  9  100  4  100  7  100  100  100  7  100
6  100  100  100  100  7  100  9  100  100  100  4
7  100  100  100  100  100  9  100  3  100  100  2
8  100  100  2  100  100  100  3  100  9  100  9
9  3  100  100  100  100  100  100  9  100  6  100
10  100  8  100  100  7  100  100  100  6  100  6
11  3  4  100  5  100  4  2  9  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  1  0  1
2  .  .  0  0  0  0  0  0  0  0  1
3  .  .  .  0  0  0  0  1  0  0  0
4  .  .  .  .  1  0  0  0  0  0  1
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  1
7  .  .  .  .  .  .  .  1  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  1  0  1
2  .  .  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  8
2  7  11
3  1  9
4  1  11
5  7  8
6  2  11
7  4  5
8  6  11
9  4  11
10  9  10
;
