param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  6  8  3  6  10  6  10  5  9  10
2  6  100  5  10  10  5  10  3  4  9  2
3  8  5  100  2  2  2  8  10  2  7  6
4  3  10  2  100  10  3  3  6  7  10  6
5  6  10  2  10  100  2  2  5  3  3  2
6  10  5  2  3  2  100  6  9  9  3  10
7  6  10  8  3  2  6  100  8  6  2  10
8  10  3  10  6  5  9  8  100  6  6  8
9  5  4  2  7  3  9  6  6  100  10  10
10  9  9  7  10  3  3  2  6  10  100  4
11  10  2  6  6  2  10  10  8  10  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  5  10  100  3  100  100  100  6  100  10
2  5  100  3  100  100  100  100  100  100  100  6
3  10  3  100  4  100  100  100  100  100  5  100
4  100  100  4  100  4  2  4  100  100  100  8
5  3  100  100  4  100  3  100  100  100  100  100
6  100  100  100  2  3  100  3  100  100  100  100
7  100  100  100  4  100  3  100  10  100  100  100
8  100  100  100  100  100  100  10  100  4  100  3
9  6  100  100  100  100  100  100  4  100  7  100
10  100  100  5  100  100  100  100  100  7  100  5
11  10  6  100  8  100  100  100  3  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  1  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  1  0
4  .  .  .  .  0  1  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  1
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  1  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  6
2  1  5
3  2  3
4  5  6
5  6  7
6  8  11
7  3  4
8  8  9
9  3  10
10  10  11
;
