param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  4  7  3  10  8  4  9  4  4  7
2  4  100  10  4  7  3  5  9  2  10  2
3  7  10  100  5  3  9  6  4  9  10  3
4  3  4  5  100  9  6  3  4  9  6  5
5  10  7  3  9  100  5  5  2  5  5  9
6  8  3  9  6  5  100  8  10  4  7  10
7  4  5  6  3  5  8  100  6  6  8  6
8  9  9  4  4  2  10  6  100  2  9  3
9  4  2  9  9  5  4  6  2  100  10  6
10  4  10  10  6  5  7  8  9  10  100  3
11  7  2  3  5  9  10  6  3  6  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  3  100  100  7  100  100  100  10  100  8
2  3  100  2  2  100  6  100  100  7  100  100
3  100  2  100  7  7  100  5  100  100  100  100
4  100  2  7  100  3  100  100  100  100  100  9
5  7  100  7  3  100  9  100  100  100  100  100
6  100  6  100  100  9  100  3  4  100  3  100
7  100  100  5  100  100  3  100  2  3  9  100
8  100  100  100  100  100  4  2  100  6  100  100
9  10  7  100  100  100  100  3  6  100  6  100
10  100  100  100  100  100  3  9  100  6  100  6
11  8  100  100  9  100  100  100  100  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  0
2  .  .  1  1  0  0  0  0  0  0  0
3  .  .  .  0  0  0  1  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  1  0
7  .  .  .  .  .  .  .  1  1  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  0
2  .  .  1  1  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  2  4
3  7  8
4  1  2
5  4  5
6  6  7
7  6  10
8  7  9
9  3  7
10  10  11
;
