param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  2  3  6  4  10  7  6  8  7  3
2  2  100  3  5  5  5  4  10  6  5  10
3  3  3  100  7  7  7  9  9  7  8  8
4  6  5  7  100  9  3  9  3  4  9  3
5  4  5  7  9  100  3  5  9  9  6  2
6  10  5  7  3  3  100  3  10  3  6  3
7  7  4  9  9  5  3  100  8  3  9  6
8  6  10  9  3  9  10  8  100  6  4  3
9  8  6  7  4  9  3  3  6  100  9  10
10  7  5  8  9  6  6  9  4  9  100  3
11  3  10  8  3  2  3  6  3  10  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  8  100  100  100  100  7  100  100  9  2
2  8  100  9  100  100  100  100  100  100  100  100
3  100  9  100  3  100  100  100  100  100  100  100
4  100  100  3  100  10  100  100  9  100  100  100
5  100  100  100  10  100  6  100  100  100  100  100
6  100  100  100  100  6  100  4  100  8  100  100
7  7  100  100  100  100  4  100  9  100  100  100
8  100  100  100  9  100  100  9  100  2  100  100
9  100  100  100  100  100  8  100  2  100  5  100
10  9  100  100  100  100  100  100  100  5  100  6
11  2  100  100  100  100  100  100  100  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  1  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  11
2  8  9
3  3  4
4  6  7
5  9  10
6  5  6
7  10  11
8  1  7
9  1  2
10  2  3
;
