param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  4  2  7  7  4  3  4  8  7  5
2  4  100  10  2  10  4  6  5  7  7  6
3  2  10  100  9  9  5  3  10  9  3  10
4  7  2  9  100  5  6  4  4  8  2  5
5  7  10  9  5  100  2  6  8  2  3  6
6  4  4  5  6  2  100  5  4  3  2  8
7  3  6  3  4  6  5  100  4  9  2  10
8  4  5  10  4  8  4  4  100  10  4  10
9  8  7  9  8  2  3  9  10  100  6  8
10  7  7  3  2  3  2  2  4  6  100  2
11  5  6  10  5  6  8  10  10  8  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  3  100  6  100  100  100  100  100  6  9
2  3  100  2  100  100  100  9  100  100  100  5
3  100  2  100  4  100  100  9  100  100  100  100
4  6  100  4  100  2  100  9  100  6  100  100
5  100  100  100  2  100  8  100  8  100  100  100
6  100  100  100  100  8  100  5  100  4  6  100
7  100  9  9  9  100  5  100  7  9  100  9
8  100  100  100  100  8  100  7  100  7  100  100
9  100  100  100  6  100  4  9  7  100  5  100
10  6  100  100  100  100  6  100  100  5  100  4
11  9  5  100  100  100  100  9  100  100  4  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  1
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  1  0  0
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  1  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  4  5
3  1  2
4  3  4
5  6  9
6  10  11
7  2  11
8  6  7
9  9  10
10  7  8
;
