param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  4  2  5  2  9  5  4  8  8  4
2  4  100  9  8  7  8  5  4  10  7  3
3  2  9  100  5  5  8  5  5  3  10  7
4  5  8  5  100  3  4  4  2  8  9  5
5  2  7  5  3  100  8  2  8  7  8  6
6  9  8  8  4  8  100  10  8  8  6  6
7  5  5  5  4  2  10  100  7  8  3  7
8  4  4  5  2  8  8  7  100  8  4  9
9  8  10  3  8  7  8  8  8  100  4  3
10  8  7  10  9  8  6  3  4  4  100  7
11  4  3  7  5  6  6  7  9  3  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  2  3  2  100  100  6  100  100  100  5
2  2  100  2  100  100  100  100  10  9  2  8
3  3  2  100  10  100  100  100  100  100  100  3
4  2  100  10  100  5  7  100  100  100  100  100
5  100  100  100  5  100  10  100  100  100  100  100
6  100  100  100  7  10  100  8  100  100  100  100
7  6  100  100  100  100  8  100  5  100  100  100
8  100  10  100  100  100  100  5  100  6  100  100
9  100  9  100  100  100  100  100  6  100  7  6
10  100  2  100  100  100  100  100  100  7  100  6
11  5  8  3  100  100  100  100  100  6  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  1  0  0  1  0  0  0  0
2  .  .  1  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  1
4  .  .  .  .  1  1  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  1  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  1  4
3  2  3
4  2  10
5  3  11
6  4  5
7  7  8
8  1  7
9  8  9
10  4  6
;
