param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  3  8  9  7  6  2  4  9  2  3
2  3  100  3  6  3  7  6  6  7  6  5
3  8  3  100  2  8  9  6  10  10  7  4
4  9  6  2  100  8  6  8  8  8  7  10
5  7  3  8  8  100  6  5  8  10  9  10
6  6  7  9  6  6  100  3  4  8  9  4
7  2  6  6  8  5  3  100  9  8  7  3
8  4  6  10  8  8  4  9  100  7  10  3
9  9  7  10  8  10  8  8  7  100  2  8
10  2  6  7  7  9  9  7  10  2  100  3
11  3  5  4  10  10  4  3  3  8  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  5  8  100  100  100  6  100  100  100  2
2  5  100  4  100  100  8  8  100  100  100  6
3  8  4  100  9  10  100  100  100  6  100  100
4  100  100  9  100  9  100  100  100  2  100  100
5  100  100  10  9  100  9  100  100  100  100  100
6  100  8  100  100  9  100  2  9  100  100  6
7  6  8  100  100  100  2  100  10  100  100  9
8  100  100  100  100  100  9  10  100  8  4  100
9  100  100  6  2  100  100  100  8  100  10  4
10  100  100  100  100  100  100  100  4  10  100  7
11  2  6  100  100  100  6  9  100  4  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  1  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  1  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  1  0
9  .  .  .  .  .  .  .  .  .  0  1
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  1  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  11
2  4  9
3  6  7
4  2  3
5  8  10
6  9  11
7  1  2
8  1  7
9  10  11
10  8  9
;
