param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  9  8  9  8  10  10  7  5  10  3
2  9  100  2  8  4  3  7  8  7  2  8
3  8  2  100  5  9  2  7  5  5  2  10
4  9  8  5  100  10  8  9  4  7  3  6
5  8  4  9  10  100  7  3  8  10  8  3
6  10  3  2  8  7  100  6  6  6  2  9
7  10  7  7  9  3  6  100  8  3  5  6
8  7  8  5  4  8  6  8  100  8  8  9
9  5  7  5  7  10  6  3  8  100  5  7
10  10  2  2  3  8  2  5  8  5  100  9
11  3  8  10  6  3  9  6  9  7  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  5  100  100  100  100  100  100  100  100  5
2  5  100  3  4  2  5  100  100  100  100  100
3  100  3  100  7  100  100  100  100  6  100  100
4  100  4  7  100  9  100  100  2  100  2  100
5  100  2  100  9  100  9  100  5  100  100  100
6  100  5  100  100  9  100  5  100  100  100  100
7  100  100  100  100  100  5  100  6  100  100  100
8  100  100  100  2  5  100  6  100  10  5  100
9  100  100  6  100  100  100  100  10  100  5  100
10  100  100  100  2  100  100  100  5  5  100  6
11  5  100  100  100  100  100  100  100  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  1
2  .  .  1  1  1  1  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  1  0  1  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  0
2  .  .  1  1  1  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  1  0  1  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  5
2  4  8
3  4  10
4  2  3
5  2  4
6  1  2
7  1  11
8  2  6
9  6  7
10  9  10
;
