param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  4  6  10  9  4  4  5  10  8  5
2  4  100  2  10  5  2  3  9  4  5  3
3  6  2  100  3  2  2  3  6  4  5  4
4  10  10  3  100  6  9  9  10  3  5  9
5  9  5  2  6  100  2  8  4  9  4  6
6  4  2  2  9  2  100  5  4  2  10  8
7  4  3  3  9  8  5  100  9  2  8  9
8  5  9  6  10  4  4  9  100  4  7  2
9  10  4  4  3  9  2  2  4  100  8  6
10  8  5  5  5  4  10  8  7  8  100  10
11  5  3  4  9  6  8  9  2  6  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  9  8  100  100  100  100  100  100  100  6
2  9  100  4  100  100  100  100  100  100  100  100
3  8  4  100  9  100  100  100  100  100  100  100
4  100  100  9  100  4  2  7  100  100  7  100
5  100  100  100  4  100  2  100  100  100  100  100
6  100  100  100  2  2  100  7  100  100  100  100
7  100  100  100  7  100  7  100  9  100  100  100
8  100  100  100  100  100  100  9  100  7  100  100
9  100  100  100  100  100  100  100  7  100  3  100
10  100  100  100  7  100  100  100  100  3  100  2
11  6  100  100  100  100  100  100  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  1  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  1  0  0  1  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  6
2  5  6
3  10  11
4  9  10
5  2  3
6  1  11
7  4  7
8  4  10
9  8  9
10  1  3
;
