param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  5  4  10  7  6  10  6  10  6  8
2  5  100  2  8  2  5  5  10  6  10  9
3  4  2  100  3  9  4  3  10  3  8  7
4  10  8  3  100  3  2  4  3  9  10  5
5  7  2  9  3  100  10  9  4  3  8  3
6  6  5  4  2  10  100  2  6  9  3  10
7  10  5  3  4  9  2  100  4  8  9  10
8  6  10  10  3  4  6  4  100  10  2  6
9  10  6  3  9  3  9  8  10  100  9  10
10  6  10  8  10  8  3  9  2  9  100  7
11  8  9  7  5  3  10  10  6  10  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  3  100  100  5  100  100  100  100  100  4
2  3  100  7  100  4  100  100  100  100  100  10
3  100  7  100  10  100  100  100  100  6  100  5
4  100  100  10  100  6  100  100  100  100  100  100
5  5  4  100  6  100  3  100  100  4  2  100
6  100  100  100  100  3  100  9  100  100  2  7
7  100  100  100  100  100  9  100  8  100  2  100
8  100  100  100  100  100  100  8  100  5  100  100
9  100  100  6  100  4  100  100  5  100  6  100
10  100  100  100  100  2  2  2  100  6  100  4
11  4  10  5  100  100  7  100  100  100  4  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  1
2  .  .  0  0  1  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  1
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  1  1  0
6  .  .  .  .  .  .  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  1  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  1  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  5  10
2  6  10
3  7  10
4  1  2
5  1  11
6  2  5
7  5  9
8  3  11
9  8  9
10  4  5
;
