param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  2  9  5  9  4  5  10  8  8  9
2  2  100  2  4  10  10  2  7  2  8  2
3  9  2  100  10  2  7  7  4  3  7  3
4  5  4  10  100  3  9  3  10  6  2  2
5  9  10  2  3  100  8  2  7  6  7  6
6  4  10  7  9  8  100  3  2  6  9  4
7  5  2  7  3  2  3  100  3  5  8  4
8  10  7  4  10  7  2  3  100  7  10  4
9  8  2  3  6  6  6  5  7  100  10  9
10  8  8  7  2  7  9  8  10  10  100  4
11  9  2  3  2  6  4  4  4  9  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  7  2  100  100  100  100  100  100  100  6
2  7  100  5  100  100  100  7  9  100  100  100
3  2  5  100  2  100  3  100  100  100  6  100
4  100  100  2  100  7  100  100  100  100  100  100
5  100  100  100  7  100  8  10  100  10  100  100
6  100  100  3  100  8  100  3  100  100  100  100
7  100  7  100  100  10  3  100  9  100  100  7
8  100  9  100  100  100  100  9  100  10  100  100
9  100  100  100  100  10  100  100  10  100  7  100
10  100  100  6  100  100  100  100  100  7  100  10
11  6  100  100  100  100  100  7  100  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  1  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  1  0  0  0
3  .  .  .  1  0  1  0  0  0  1  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  1  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  1  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  3
2  3  4
3  3  6
4  6  7
5  2  3
6  1  11
7  3  10
8  4  5
9  9  10
10  2  8
;
