param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  9  2  6  3  3  2  10  8  5  10
2  9  100  10  9  7  8  2  8  4  4  6
3  2  10  100  4  9  7  4  2  7  9  6
4  6  9  4  100  4  8  10  7  4  8  10
5  3  7  9  4  100  9  10  5  5  2  7
6  3  8  7  8  9  100  10  10  9  3  10
7  2  2  4  10  10  10  100  3  4  8  6
8  10  8  2  7  5  10  3  100  10  6  7
9  8  4  7  4  5  9  4  10  100  8  6
10  5  4  9  8  2  3  8  6  8  100  3
11  10  6  6  10  7  10  6  7  6  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  5  100  4  100  100  3  5  100  100  3
2  5  100  9  8  100  100  6  6  8  100  100
3  100  9  100  5  9  3  100  6  4  100  100
4  4  8  5  100  8  8  100  100  10  100  100
5  100  100  9  8  100  5  100  100  100  100  100
6  100  100  3  8  5  100  2  100  100  100  3
7  3  6  100  100  100  2  100  4  100  100  100
8  5  6  6  100  100  100  4  100  3  100  6
9  100  8  4  10  100  100  100  3  100  3  100
10  100  100  100  100  100  100  100  100  3  100  9
11  3  100  100  100  100  3  100  6  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  1  0  0  1  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  1  0  0  1  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  1  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  1  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  6  7
2  1  7
3  1  11
4  3  6
5  8  9
6  9  10
7  1  4
8  3  9
9  1  2
10  5  6
;
