param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  6  4  8  4  5  10  4  9  2  2
2  6  100  10  2  9  7  6  10  10  7  4
3  4  10  100  9  10  3  2  9  10  2  6
4  8  2  9  100  3  8  10  10  4  5  7
5  4  9  10  3  100  10  3  5  10  7  10
6  5  7  3  8  10  100  10  2  2  2  2
7  10  6  2  10  3  10  100  7  10  10  2
8  4  10  9  10  5  2  7  100  4  3  7
9  9  10  10  4  10  2  10  4  100  7  9
10  2  7  2  5  7  2  10  3  7  100  8
11  2  4  6  7  10  2  2  7  9  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  8  100  100  100  100  9  100  100  100  6
2  8  100  9  100  100  100  8  100  100  5  100
3  100  9  100  5  100  100  100  100  100  100  100
4  100  100  5  100  9  100  6  100  100  100  100
5  100  100  100  9  100  8  100  100  100  100  100
6  100  100  100  100  8  100  10  2  8  100  100
7  9  8  100  6  100  10  100  5  100  100  100
8  100  100  100  100  100  2  5  100  7  100  100
9  100  100  100  100  100  8  100  7  100  10  100
10  100  5  100  100  100  100  100  100  10  100  10
11  6  100  100  100  100  100  100  100  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  1  0  0  1  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  1  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  1  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  6  8
2  2  10
3  3  4
4  7  8
5  1  11
6  4  7
7  8  9
8  1  2
9  2  7
10  5  6
;
