param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  3  4  10  5  2  8  4  2  6  6
2  3  100  4  8  7  10  5  7  9  4  6
3  4  4  100  7  5  2  4  2  2  7  3
4  10  8  7  100  8  8  3  4  2  8  3
5  5  7  5  8  100  4  7  5  6  8  6
6  2  10  2  8  4  100  9  4  4  2  7
7  8  5  4  3  7  9  100  2  6  4  5
8  4  7  2  4  5  4  2  100  8  9  7
9  2  9  2  2  6  4  6  8  100  5  9
10  6  4  7  8  8  2  4  9  5  100  5
11  6  6  3  3  6  7  5  7  9  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  9  100  100  100  100  100  100  100  3  9
2  9  100  9  100  3  3  100  100  100  100  100
3  100  9  100  2  100  100  3  100  100  100  100
4  100  100  2  100  3  6  100  100  3  3  100
5  100  3  100  3  100  9  100  100  100  4  100
6  100  3  100  6  9  100  5  100  100  100  100
7  100  100  3  100  100  5  100  4  10  100  100
8  100  100  100  100  100  100  4  100  3  100  100
9  100  100  100  3  100  100  10  3  100  6  100
10  3  100  100  3  4  100  100  100  6  100  8
11  9  100  100  100  100  100  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  1  0
2  .  .  0  0  1  1  0  0  0  0  0
3  .  .  .  1  0  0  1  0  0  0  0
4  .  .  .  .  1  0  0  0  1  1  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  1  0
2  .  .  0  0  1  1  0  0  0  0  0
3  .  .  .  1  0  0  1  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  4
2  1  10
3  2  5
4  2  6
5  3  7
6  4  5
7  4  9
8  4  10
9  8  9
10  10  11
;
